Step,Sensed_C_0,Sensed_C_1,Sensed_C_2,Weight_0,Weight_1,Weight_2,Path_Length_0,Path_Length_1,Path_Length_2,Area_Ratio_0,Area_Ratio_1,Area_Ratio_2
131,15.256437457186589,32.645512505010835,50.55697016108949,0.15564722230742373,0.3508906677661892,0.49346210992638706,699.1884632967918,1610.7113464991628,2270.031663192616,0.16001777975328813,0.35392821424598797,0.4860540060006127
132,13.349570653279693,35.784383242389104,48.1170508951889,0.15380942318867233,0.3525975017819013,0.49359307502942634,683.2888372925552,1636.684866759823,2260.5174975313344,0.15712856984107598,0.3518168685409099,0.49105456161790295
133,10.820859525660374,37.633711319239794,49.54716653730948,0.1494699785153608,0.3557388170587727,0.4947912044258665,668.1557404427083,1659.0581115321784,2272.745670723057,0.15479497721967386,0.3495943993776698,0.4956106234025452
134,15.099320667633163,36.99340274847904,53.75769341866291,0.14878775270643474,0.3551136902607037,0.49609855703286154,666.4076763449129,1653.8489663212208,2284.614992357308,0.15435048338702584,0.34859428825421174,0.4970552283586513
135,16.440161304297913,35.20600323240722,50.92574575222648,0.14993691457568478,0.35392556151868043,0.4961375239056348,675.7572322500408,1641.5714744785635,2285.9536216735232,0.15723969329923798,0.3459273252583236,0.49683298144232724
136,14.410433913426726,35.07222875697928,50.28972727571837,0.14938653145342645,0.3536852441534324,0.4969282243931412,678.32602774357,1663.3021721173918,2291.603727585918,0.15657295255026596,0.3459273252583236,0.4974997221912993
137,13.426749486393733,35.04234717375575,50.73420370500786,0.1479824577393842,0.35364049127065755,0.4983770509899583,660.453106065973,1648.0435028619522,2282.2065052751204,0.15268363151459577,0.34870541171237374,0.49861095677291933
138,16.0340337951511,35.87464756485863,47.32194956385125,0.14934256311757532,0.35442923814101424,0.49622819874141055,669.3209958027903,1647.2089799035855,2289.084270260404,0.15612845871761794,0.34681631292361964,0.4970552283586513
139,17.458517885199313,37.29256245490763,49.807703183562424,0.1511056298779126,0.3546529137250069,0.49424145639708045,687.8231061859865,1643.242110634264,2285.731563206971,0.15790643404821003,0.34703855983994364,0.49505500611173514
140,15.91101739021087,34.566892465782985,51.503915325622934,0.15159688354899692,0.3530827722032014,0.4953203442478017,685.883590164845,1656.7303430845411,2269.9218848850624,0.15712856984107598,0.34737193021442964,0.4954994999443832
141,13.371456307733261,37.684921190581846,51.404415223635915,0.14948751029757248,0.3545543404139505,0.49595814928847703,669.1017968270004,1647.8154550981253,2285.9536216735232,0.1550172241359979,0.3481497944215637,0.49683298144232724
142,16.450867583137782,34.78989424714837,47.17476299013461,0.15125448335012417,0.35444891269587653,0.4942966039539994,689.6976248168004,1642.8932771676718,2278.4769628200143,0.15801755750637203,0.34692743638178164,0.49505500611173514
143,16.76786940024154,32.2408773301949,51.79194532044909,0.1527637118800056,0.35098879918348846,0.49624748893650605,693.3374754638844,1621.4708928948928,2269.6180396398763,0.15890654517166808,0.3464829425491336,0.49461051227908714
144,13.455745566335553,31.825902691938794,50.001999407427064,0.15160911908313512,0.34929114127082794,0.49909973964603693,682.3552124416267,1610.4771103025819,2297.5640116454406,0.15623958217577993,0.34470496721854155,0.4990554506055674
145,17.365601101076813,33.068792503162626,53.19806924878965,0.15320511965475042,0.346271712191046,0.5005231681542036,698.608403740471,1605.011094356848,2302.8446976288956,0.15646182909210396,0.3423713745971394,0.5011667963106454
146,16.31348108766135,35.313519044731756,49.128751487521775,0.15407572415198748,0.3466931793642651,0.4992310964837475,694.5076150148572,1605.0501240947183,2291.895283232953,0.15846205133902005,0.34326036226243545,0.49827758639843334
147,14.268205296410379,35.86033445750178,51.69208171703812,0.15268123188723856,0.34724298888890287,0.5000757792238586,682.7799461596293,1602.517848454181,2283.3742657727626,0.15490610067783586,0.34481609067670355,0.5002778086453494
148,13.813007564695823,33.38697334543046,49.572346363156264,0.1516868251150769,0.3470192277944035,0.5012939470905197,698.2940116968626,1608.1072254513033,2302.1900498293153,0.15635070563394193,0.3420380042226534,0.5016112901432935
149,17.78725735171469,32.566223319327065,52.284955289485545,0.15384815858175044,0.3440463770868051,0.5021054643314445,700.2970730870524,1590.7358134806382,2336.693758699303,0.15868429825534405,0.3390376708522792,0.5022780308922655
